lfm,water_potential,mpa,year,month,year_month,plant,F.Group,spp,ilfm
144.3765621,-0.298,0.298,2020,october,2020_october,4,Gymnosperm,PIJE,0.0069263319852938925
141.8796592,-2.291,2.291,2020,october,2020_october,4,Gymnosperm,PIJE,0.00704822668477343
112.1722846,-0.109,0.109,2020,october,2020_october,2,Angiosperm,ARPA,0.008914858100340413
110.7378401,-1.859,1.859,2020,october,2020_october,2,Angiosperm,ARPA,0.009030336866756352
145.1628825,-2.006,2.006,2020,october,2020_october,2,Angiosperm,ARPA,0.006888813330088014
72.67358626,-5.802,5.802,2020,october,2020_october,2,Angiosperm,ARPA,0.013760157595943581
82.86189684,-4.9,4.9,2020,october,2020_october,2,Angiosperm,ARPA,0.012068273092165916
200.121568057436,-0.35,0.35,2020,september,2020_september,20,Gymnosperm,ABCO,0.004996962644790963
NA,-1.45,NA,2020,september,2020_september,33,Gymnosperm,ABCO,NA
204.7480971,-1.87,1.87,2020,september,2020_september,20,Gymnosperm,ABCO,0.004884050275258944
179.6232339,-2.83,2.83,2020,september,2020_september,20,Gymnosperm,ABCO,0.005567208530254615
202.7293578,-2.24,2.24,2020,september,2020_september,20,Gymnosperm,ABCO,0.004932684692793911
181.5919108,-2.63,2.63,2020,september,2020_september,20,Gymnosperm,ABCO,0.005506853227076677
132.9230027,-2.94,2.94,2020,september,2020_september,20,Gymnosperm,ABCO,0.007523152349010243
118.0126404,-3.3,3.3,2020,september,2020_september,20,Gymnosperm,ABCO,0.008473668554576295
105.6876457,-3.201,3.201,2020,october,2020_october,2,Gymnosperm,PIJE,0.009461843845387124
122.9087452,-3.716,3.716,2020,october,2020_october,2,Gymnosperm,PIJE,0.0081361175591922
133.1919406,-3.333,3.333,2020,october,2020_october,2,Gymnosperm,PIJE,0.00750796178428832
138.1393476,-1.466,1.466,2020,october,2020_october,2,Gymnosperm,PIJE,0.0072390670534772375
146.9850587,-1.786,1.786,2020,october,2020_october,2,Gymnosperm,PIJE,0.00680341259747376
141.1518325,-2.906,2.906,2020,october,2020_october,2,Gymnosperm,PIJE,0.007084569730966829
169.1558442,-0.512,0.512,2020,october,2020_october,2,Gymnosperm,PIJE,0.005911708251815754
174.4179014,-1.117,1.117,2020,october,2020_october,2,Gymnosperm,PIJE,0.0057333564500736504
123.5459286,-0.169,0.169,2020,october,2020_october,10,Angiosperm,CECO,0.0080941558441611
75.3679047,-3.998,3.998,2020,october,2020_october,10,Angiosperm,CECO,0.013268247325973493
80.06003431,-4.574,4.574,2020,october,2020_october,10,Angiosperm,CECO,0.012490626673077676
93.60818153,-0.854,0.854,2020,october,2020_october,10,Angiosperm,CECO,0.010682826903111191
102.1552915,-3.728,3.728,2020,october,2020_october,3,Angiosperm,QUKE,0.009789018124430686
134.3013699,-1.369,1.369,2020,october,2020_october,3,Angiosperm,QUKE,0.007445940430425945
163.2308846,-1.969,1.969,2020,october,2020_october,3,Angiosperm,QUKE,0.006126291617242145
52.40929705,-3.4,3.4,2020,october,2020_october,3,Angiosperm,QUKE,0.019080584100297525
109.1390261,-1.561,1.561,2020,october,2020_october,11,Angiosperm,CECO,0.009162625283862599
100.4243827,-1.648,1.648,2020,october,2020_october,11,Angiosperm,CECO,0.009957741069589866
125.7065217,-0.138,0.138,2020,october,2020_october,11,Angiosperm,CECO,0.0079550367512873435
60.05597015,-6.938,6.938,2020,october,2020_october,11,Angiosperm,CECO,0.016651133892306293
70.38404727,-5.245,5.245,2020,october,2020_october,11,Angiosperm,CECO,0.01420776495224697
82.25032708,-3.953,3.953,2020,october,2020_october,11,Angiosperm,CECO,0.012158006363030745
114.66451959205595,-3.04,3.04,2021,august,2021_august,25,Gymnosperm,ABCO,0.00872109353056829
120.08300863967474,-3.18,3.18,2021,august,2021_august,25,Gymnosperm,ABCO,0.008327572829230443
122.82999999999996,-3.15,3.15,2021,august,2021_august,25,Gymnosperm,ABCO,0.008141333550435564
135.9480959833072,-2.54,2.54,2021,august,2021_august,25,Gymnosperm,ABCO,0.007355748477145189
139.5112877314621,-3,3,2021,august,2021_august,25,Gymnosperm,ABCO,0.007167878787878779
147.70755885997505,-2.17,2.17,2021,august,2021_august,25,Gymnosperm,ABCO,0.0067701342281879275
142.9897489708612,-1.18,1.18,2021,august,2021_august,25,Gymnosperm,ABCO,0.006993508326277168
142.14936629307616,-0.14,0.14,2021,august,2021_august,25,Gymnosperm,ABCO,0.007034853732223133
134.9680171,-0.5,0.5,2020,september,2020_september,20,Gymnosperm,CADE,0.007409162714890326
143.1248417,-1.19,1.19,2020,september,2020_september,20,Gymnosperm,CADE,0.006986907291021305
129.9940488,-1.5,1.5,2020,september,2020_september,20,Gymnosperm,CADE,0.007692659850440784
136.9347079,-1.68,1.68,2020,september,2020_september,20,Gymnosperm,CADE,0.007302750451918114
139.9946614,-1.86,1.86,2020,september,2020_september,20,Gymnosperm,CADE,0.007143129530795093
109.7335307,-2.04,2.04,2020,september,2020_september,20,Gymnosperm,CADE,0.009112984824427963
96.23590162,-2.59,2.59,2020,september,2020_september,20,Gymnosperm,CADE,0.010391132448144252
108.7252292,-2.58,2.58,2020,september,2020_september,20,Gymnosperm,CADE,0.009197497281523321
90.79559038,-3.33,3.33,2020,september,2020_september,20,Gymnosperm,CADE,0.011013750731888794
123.6203091,-1.777,1.777,2020,october,2020_october,1,Angiosperm,QUKE,0.008089285711064445
75.14688602,-4.251,4.251,2020,october,2020_october,1,Angiosperm,QUKE,0.013307271305079157
72.09042702,-6.166,6.166,2020,october,2020_october,1,Angiosperm,QUKE,0.013871467285421551
104.16333979696591,-0.12,0.12,2021,august,2021_august,31,Angiosperm,ARPA,0.009600306614104248
139.88997201042358,-1.71,1.71,2021,august,2021_august,31,Angiosperm,ARPA,0.007148475231130129
136.22725036891302,-2.34,2.34,2021,august,2021_august,31,Angiosperm,ARPA,0.007340675212132149
158.5608237547891,-0.97,0.97,2021,august,2021_august,31,Angiosperm,ARPA,0.00630672808276071
68.7987382809077,-4.72,4.72,2021,august,2021_august,31,Angiosperm,ARPA,0.014535150280183401
76.29470159071883,-5.85,5.85,2021,august,2021_august,31,Angiosperm,ARPA,0.013107070073679257
86.24066711917001,-3.83,3.83,2021,august,2021_august,31,Angiosperm,ARPA,0.011595457611873168
99.01816776188645,-1.46,1.46,2021,august,2021_august,31,Angiosperm,ARPA,0.010099156777014357
98.83913764510784,-3.46,3.46,2021,august,2021_august,31,Angiosperm,ARPA,0.010117449664429526
104.28811683037397,-1.954,1.954,2020,october,2020_october,7,Angiosperm,ARPA,0.009588820187697066
118.5035056568572,-0.13,0.13,2020,october,2020_october,7,Angiosperm,ARPA,0.008438568922134963
80.58469092,-5.948,5.948,2020,october,2020_october,7,Angiosperm,ARPA,0.012409304901259029
84.96691481,-1.038,1.038,2020,october,2020_october,7,Angiosperm,ARPA,0.011769286930520715
84.75991649,-2.556,2.556,2020,october,2020_october,7,Angiosperm,ARPA,0.01179802955702511
198.851734075638,-1.16,1.16,2020,september,2020_september,14,Gymnosperm,ABCO,0.005028872414155695
181.897604532448,-1.84,1.84,2020,september,2020_september,14,Gymnosperm,ABCO,0.005497598511923305
179.01336820641,-2.01,2.01,2020,september,2020_september,14,Gymnosperm,ABCO,0.0055861749880431145
206.6450567,-2.56,2.56,2020,september,2020_september,14,Gymnosperm,ABCO,0.00483921568688558
169.1472868,-3.14,3.14,2020,september,2020_september,14,Gymnosperm,ABCO,0.005912007333480918
191.0258443,-3.03,3.03,2020,september,2020_september,14,Gymnosperm,ABCO,0.005234893758299698
137.8303199,-2.84,2.84,2020,september,2020_september,14,Gymnosperm,ABCO,0.007255297678518992
126.218457542505,-3.78,3.78,2020,september,2020_september,14,Gymnosperm,ABCO,0.007922771514326599
175.3002493,-3.67,3.67,2020,september,2020_september,14,Gymnosperm,ABCO,0.0057044984476242845
106.2539482,-1.088,1.088,2020,october,2020_october,8,Angiosperm,CECO,0.00941141498213052
113.4615385,-0.199,0.199,2020,october,2020_october,8,Angiosperm,CECO,0.008813559319046252
112.5228519,-0.906,0.906,2020,october,2020_october,8,Angiosperm,CECO,0.008887083673356487
68.0432645,-3.898,3.898,2020,october,2020_october,8,Angiosperm,CECO,0.014696531792650834
104.16640443073814,-3.44,3.44,2021,august,2021_august,27,Gymnosperm,ABCO,0.009600024167724014
105.40707363742968,-4.07,4.07,2021,august,2021_august,27,Gymnosperm,ABCO,0.009487029337705696
105.2970161511086,-3.85,3.85,2021,august,2021_august,27,Gymnosperm,ABCO,0.009496945274925265
115.02507814203668,-3.51,3.51,2021,august,2021_august,27,Gymnosperm,ABCO,0.008693756319514669
139.88650693568755,-2.2,2.2,2021,august,2021_august,27,Gymnosperm,ABCO,0.00714865230325429
148.2448544594684,-0.42,0.42,2021,august,2021_august,27,Gymnosperm,ABCO,0.006745596693026603
148.42188582170772,-2.34,2.34,2021,august,2021_august,27,Gymnosperm,ABCO,0.00673755082994467
164.73208349953487,-0.38,0.38,2021,august,2021_august,27,Gymnosperm,ABCO,0.0060704628919649615
182.0052579095276,-0.92,0.92,2021,august,2021_august,27,Gymnosperm,ABCO,0.0054943467649549264
75.39640121147343,-3.26,3.26,2021,august,2021_august,27,Gymnosperm,ABCO,0.013263232514177683
109.4988781,-4.761,4.761,2020,october,2020_october,8,Angiosperm,QUKE,0.00913251365997329
103.4313725,-2.808,2.808,2020,october,2020_october,8,Angiosperm,QUKE,0.0096682464500797375
101.8812463,-1.005,1.005,2020,october,2020_october,1,Angiosperm,CECO,0.009815349108072307
110.6707317,-0.486,0.486,2020,october,2020_october,1,Angiosperm,CECO,0.009035812672773718
35.65905413,-8.25,8.25,2020,october,2020_october,1,Angiosperm,CECO,0.028043368630989537
57.86986661688685,-6.78,6.78,2020,october,2020_october,1,Angiosperm,CECO,0.01728015042129357
82.1880651,-3.827,3.827,2020,october,2020_october,1,Angiosperm,CECO,0.012167216721591856
87.14517437,-2.846,2.846,2020,october,2020_october,1,Angiosperm,CECO,0.011475104700051562
106.2035541,-0.756,0.756,2020,october,2020_october,5,Angiosperm,CECO,0.009415880744051294
105.243958,-1.652,1.652,2020,october,2020_october,5,Angiosperm,CECO,0.009501733106616913
118.3898305,-0.183,0.183,2020,october,2020_october,5,Angiosperm,CECO,0.008446671439402052
50,-8,8,2020,october,2020_october,5,Angiosperm,CECO,0.02
57.76793132,-6.664,6.664,2020,october,2020_october,5,Angiosperm,CECO,0.01731064237804526
64.86384266,-4.495,4.495,2020,october,2020_october,5,Angiosperm,CECO,0.015416909621616919
90.80161476,-3.267,3.267,2020,october,2020_october,5,Angiosperm,CECO,0.01101302000678209
114.5489443,-3.489,3.489,2020,october,2020_october,8,Gymnosperm,ABCO,0.008729892764275786
120.1553931,-2.843,2.843,2020,october,2020_october,8,Gymnosperm,ABCO,0.00832255610172857
154.4204322,-2.225,2.225,2020,october,2020_october,8,Gymnosperm,ABCO,0.006475826972850553
158.7854833,-2.262,2.262,2020,october,2020_october,8,Gymnosperm,ABCO,0.0062978049329022005
157.138786,-2.4,2.4,2020,october,2020_october,8,Gymnosperm,ABCO,0.006363801232370472
184.5419019,-0.164,0.164,2020,october,2020_october,8,Gymnosperm,ABCO,0.005418823528446577
180.3813038,-0.7282,0.7282,2020,october,2020_october,8,Gymnosperm,ABCO,0.005543811797195802
93.35400975,-4.498,4.498,2020,october,2020_october,8,Gymnosperm,ABCO,0.010711912671753233
104.5765387,-0.107,0.107,2020,october,2020_october,9,Angiosperm,CECO,0.009562374242168334
53.98639456,-9,9,2020,october,2020_october,9,Angiosperm,CECO,0.018523185483124066
73.10855263,-4.046,4.046,2020,october,2020_october,9,Angiosperm,CECO,0.013678290214018698
81.45108339,-2.983,2.983,2020,october,2020_october,9,Angiosperm,CECO,0.012277307536989412
95.05094614,-2.474,2.474,2020,october,2020_october,9,Angiosperm,CECO,0.010520673813463211
136.1993663,-0.46,0.46,2020,september,2020_september,13,Gymnosperm,CADE,0.007342178067094281
115.3629032,-1.15,1.15,2020,september,2020_september,13,Gymnosperm,CADE,0.008668297799911817
95.56915545,-1.11,1.11,2020,september,2020_september,13,Gymnosperm,CADE,0.010463627048825197
110.471365,-1.56,1.56,2020,september,2020_september,13,Gymnosperm,CADE,0.009052119524367241
128.9367235,-1.54,1.54,2020,september,2020_september,13,Gymnosperm,CADE,0.007755742296336543
94.20064908,-2.09,2.09,2020,september,2020_september,13,Gymnosperm,CADE,0.010615638106174288
92.06581353,-2.79,2.79,2020,september,2020_september,13,Gymnosperm,CADE,0.01086179507526044
90.93294461,-3.35,3.35,2020,september,2020_september,13,Gymnosperm,CADE,0.010997114459329065
73.5379111,-3.97,3.97,2020,september,2020_september,13,Gymnosperm,CADE,0.01359842814463627
118.8759516,-3.379,3.379,2020,october,2020_october,11,Gymnosperm,ABCO,0.008412130347144157
123.3785822,-2.888,2.888,2020,october,2020_october,11,Gymnosperm,ABCO,0.008105134474466348
128.9180766,-3.24,3.24,2020,october,2020_october,11,Gymnosperm,ABCO,0.007756864098296669
147.2995639,-2.447,2.447,2020,october,2020_october,11,Gymnosperm,ABCO,0.006788886358678485
147.525217,-2.884,2.884,2020,october,2020_october,11,Gymnosperm,ABCO,0.006778502145839921
158.0711354,-0.152,0.152,2020,october,2020_october,11,Gymnosperm,ABCO,0.006326265687087612
153.3731853,-2.59,2.59,2020,october,2020_october,11,Gymnosperm,ABCO,0.0065200445439271976
168.1119649,-0.992,0.992,2020,october,2020_october,11,Gymnosperm,ABCO,0.005948416584119052
128.2804811,-0.54,0.54,2020,september,2020_september,16,Gymnosperm,CADE,0.007795418222827354
114.6577137,-1.07,1.07,2020,september,2020_september,16,Gymnosperm,CADE,0.008721611200241472
127.078341,-1.06,1.06,2020,september,2020_september,16,Gymnosperm,CADE,0.00786916159064431
NA,-1.64,NA,2020,september,2020_september,34,Gymnosperm,CADE,NA
107.403278,-1.57,1.57,2020,september,2020_september,16,Gymnosperm,CADE,0.009310702788791977
93.88598782,-2.37,2.37,2020,september,2020_september,16,Gymnosperm,CADE,0.010651216685467688
95.25222552,-2.89,2.89,2020,september,2020_september,16,Gymnosperm,CADE,0.010498442367522754
92.64280274,-3.55,3.55,2020,september,2020_september,16,Gymnosperm,CADE,0.010794146662493342
76.74121406,-3.99,3.99,2020,september,2020_september,16,Gymnosperm,CADE,0.013030807659859948
108.8312369,-3.501,3.501,2020,october,2020_october,3,Gymnosperm,PIJE,0.009188538405741487
112.3178808,-3.748,3.748,2020,october,2020_october,3,Gymnosperm,PIJE,0.008903301886372486
122.3776224,-3.007,3.007,2020,october,2020_october,3,Gymnosperm,PIJE,0.008171428569934367
146.4377999,-1.68,1.68,2020,october,2020_october,3,Gymnosperm,PIJE,0.00682883791400092
96.59353349,-3.761,3.761,2020,october,2020_october,3,Gymnosperm,PIJE,0.010352659892119245
100.9353396,-1.037,1.037,2020,october,2020_october,3,Angiosperm,CECO,0.009907332793082512
118.2514359,-0.58,0.58,2020,october,2020_october,3,Angiosperm,CECO,0.008456556932176753
59.03554561,-6.513,6.513,2020,october,2020_october,3,Angiosperm,CECO,0.016938947369203455
51.81236674,-8,8,2020,october,2020_october,3,Angiosperm,CECO,0.019300411521791832
77.26681128,-2.003,2.003,2020,october,2020_october,3,Angiosperm,CECO,0.0129421673217003
71.73038229,-4.884,4.884,2020,october,2020_october,3,Angiosperm,CECO,0.013941093969875733
89.40914158,-3.338,3.338,2020,october,2020_october,3,Angiosperm,CECO,0.011184538653748698
110.8817355,-1.293,1.293,2020,october,2020_october,4,Angiosperm,CECO,0.00901861785884475
130.4599659,-0.384,0.384,2020,october,2020_october,4,Angiosperm,CECO,0.007665186734499983
68.15415822,-5.098,5.098,2020,october,2020_october,4,Angiosperm,CECO,0.014672619046544802
61.47123088,-6.632,6.632,2020,october,2020_october,4,Angiosperm,CECO,0.016267772512187573
81.04964539,-3.872,3.872,2020,october,2020_october,4,Angiosperm,CECO,0.01233811690585609
85.70658037,-3.302,3.302,2020,october,2020_october,4,Angiosperm,CECO,0.011667715543928427
107.4138792,-0.098,0.098,2020,october,2020_october,8,Angiosperm,ARPA,0.009309783870090411
110.07091206570873,-1.212,1.212,2020,october,2020_october,8,Angiosperm,ARPA,0.009085052365179211
78.97819063,-4.78,4.78,2020,october,2020_october,8,Angiosperm,ARPA,0.012661723344420964
125.7525084,-0.134,0.134,2020,october,2020_october,4,Angiosperm,ARPA,0.007952127657121152
127.0564584,-2.047,2.047,2020,october,2020_october,4,Angiosperm,ARPA,0.007870516875669501
124.516129,-0.743,0.743,2020,october,2020_october,4,Angiosperm,ARPA,0.008031088084982147
44.49815183,-3.377,3.377,2020,october,2020_october,4,Angiosperm,ARPA,0.02247284345247379
44.49815183,-3.377,3.377,2020,october,2020_october,4,Angiosperm,ARPA,0.02247284345247379
41.581418092498794,-10,NA,2020,october,2020_october,4,Angiosperm,ARPA,0.024049203848110174
84.00154949,-4.931,4.931,2020,october,2020_october,4,Angiosperm,ARPA,0.011904542309889717
98.41703057,-4.063,4.063,2020,october,2020_october,4,Angiosperm,ARPA,0.010160843039139868
115.4129054,-3.805,3.805,2020,october,2020_october,9,Gymnosperm,PIJE,0.008664542293031988
127.9491133,-4.285,4.285,2020,october,2020_october,9,Gymnosperm,PIJE,0.007815607112925574
120.7798383,-2.891,2.891,2020,october,2020_october,9,Gymnosperm,PIJE,0.008279527560851188
149.8314752,-2.684,2.684,2020,october,2020_october,9,Gymnosperm,PIJE,0.006674165082237674
141.979835,-2.376,2.376,2020,october,2020_october,9,Gymnosperm,PIJE,0.00704325371275435
140.8064516,-3.636,3.636,2020,october,2020_october,9,Gymnosperm,PIJE,0.0071019473087836835
169.8667892,-0.744,0.744,2020,october,2020_october,9,Gymnosperm,PIJE,0.005886965926121125
177.7408638,-0.401,0.401,2020,october,2020_october,9,Gymnosperm,PIJE,0.00562616822389945
105.0582465,-0.73,0.73,2020,october,2020_october,6,Angiosperm,CECO,0.009518529323635724
128.1349749,-0.138,0.138,2020,october,2020_october,6,Angiosperm,CECO,0.0078042704638638044
57.74559194,-1.841,1.841,2020,october,2020_october,6,Angiosperm,CECO,0.017317339149264248
57.43785851,-9,9,2020,october,2020_october,6,Angiosperm,CECO,0.01741011983978997
83.7044055,-4.08,4.08,2020,october,2020_october,6,Angiosperm,CECO,0.011946802489386298
86.60054864,-5.326,5.326,2020,october,2020_october,6,Angiosperm,CECO,0.011547270955026135
128.18013,-0.113,0.113,2020,october,2020_october,3,Angiosperm,ARPA,0.007801521187410249
75.26529037,-5.558,5.558,2020,october,2020_october,3,Angiosperm,ARPA,0.013286336837127119
84.92503594,-4.883,4.883,2020,october,2020_october,3,Angiosperm,ARPA,0.01177509068947001
95.36850584,-3.749,3.749,2020,october,2020_october,3,Angiosperm,ARPA,0.01048564189186001
115.8615538,-0.072,0.072,2020,october,2020_october,1,Angiosperm,ARPA,0.008630990757522536
71.06050532,-5.761,5.761,2020,october,2020_october,1,Angiosperm,ARPA,0.0140725146197145
88.39779006,-4.008,4.008,2020,october,2020_october,1,Angiosperm,ARPA,0.011312499999391953
95.97623548,-3.025,3.025,2020,october,2020_october,1,Angiosperm,ARPA,0.010419245920604845
162.1785962,-0.42,0.42,2020,september,2020_september,12,Gymnosperm,ABCO,0.006166041780055808
186.149548655617,-1.61,1.61,2020,september,2020_september,12,Gymnosperm,ABCO,0.005372024843584413
176.075643096114,-2.14,2.14,2020,september,2020_september,12,Gymnosperm,ABCO,0.00567937724046325
201.8732493,-2.12,2.12,2020,september,2020_september,12,Gymnosperm,ABCO,0.004953603330146626
198.9374419,-2.38,2.38,2020,september,2020_september,12,Gymnosperm,ABCO,0.005026705835006517
187.0168753,-2.38,2.38,2020,september,2020_september,12,Gymnosperm,ABCO,0.005347111047577213
162.739726,-2.65,2.65,2020,september,2020_september,12,Gymnosperm,ABCO,0.00614478114581562
166.3409338,-2.79,2.79,2020,september,2020_september,12,Gymnosperm,ABCO,0.006011749346089099
135.3348159,-3.59,3.59,2020,september,2020_september,12,Gymnosperm,ABCO,0.007389081614733257
116.1696179,-2.592,2.592,2020,october,2020_october,7,Gymnosperm,ABCO,0.00860810268706238
123.9273927,-1.769,1.769,2020,october,2020_october,7,Gymnosperm,ABCO,0.008069241014541251
144.363104,-2.701,2.701,2020,october,2020_october,7,Gymnosperm,ABCO,0.006926977685378669
174.6666667,-0.155,0.155,2020,october,2020_october,7,Gymnosperm,ABCO,0.005725190838602063
180.3030303,-0.995,0.995,2020,october,2020_october,7,Gymnosperm,ABCO,0.005546218487488172
64.23272159,-4.714,4.714,2020,october,2020_october,7,Gymnosperm,ABCO,0.015568389058508832
93.86503067,-3.061,3.061,2020,october,2020_october,7,Gymnosperm,ABCO,0.010653594771791917
112.1617107,-2.7,2.7,2020,october,2020_october,4,Gymnosperm,CADE,0.008915698537040948
133.6162188,-0.925,0.925,2020,october,2020_october,4,Gymnosperm,CADE,0.007484121381228608
131.8774644,-1.234,1.234,2020,october,2020_october,4,Gymnosperm,CADE,0.007582796685921116
131.9970712,-2.224,2.224,2020,october,2020_october,4,Gymnosperm,CADE,0.007575925669478036
151.9475358,-0.218,0.218,2020,october,2020_october,4,Gymnosperm,CADE,0.006581218936753563
81.68757127,-3.966,3.966,2020,october,2020_october,4,Gymnosperm,CADE,0.012241764376795137
96.12940497,-2.941,2.941,2020,october,2020_october,4,Gymnosperm,CADE,0.010402644230577308
143.5522467,-0.98,0.98,2020,september,2020_september,18,Angiosperm,QUKE,0.006966104836309747
138.6967195,-0.198,0.198,2020,september,2020_september,18,Angiosperm,QUKE,0.007209975863920848
88.24587706,-2.84,2.84,2020,september,2020_september,18,Angiosperm,QUKE,0.011331974176199548
100.2399232,-2.973,2.973,2020,september,2020_september,18,Angiosperm,QUKE,0.009976065105365124
