individual,date,sample,fresh_weight,dry_weight,water_potential,spp,fresh_weight_saturated,rwd,tlp,rwc_at_tlp,po,lfm_at_tlp,timing,water_weight,lfm,swc,rwc,neg_mpa,year,month,species,year_month,plant,maxLFM,strategy,strategy_binary,Species,type,F.Group
ABCO_1_2021-09-18,2021-09-18,1,2.5811,1.151,-1.8,ABCO,2.694442681,99.0420653524379,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.4301,124.24847958297134,1.543442681,0.9579346475620946,0.5555555555555556,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.5939,1.151,-1.59,ABCO,2.694442681,99.0373148338649,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.4429,125.36055603822764,1.543442681,0.962685166135104,0.6289308176100629,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.59,1.151,-1.65,ABCO,2.694442681,99.0387622574926,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.4389999999999998,125.0217202432667,1.543442681,0.96123774250739,0.6060606060606061,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.5811,1.151,-1.8,ABCO,2.694442681,99.0420653524379,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.4301,124.24847958297134,1.543442681,0.9579346475620946,0.5555555555555556,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.5739,1.151,-1.88,ABCO,2.694442681,99.04473751913524,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.4229,123.62293657688966,1.543442681,0.9552624808647768,0.5319148936170213,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.5393,1.151,-2.38,ABCO,2.694442681,99.05757876465287,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.3883,120.61685490877495,1.543442681,0.9424212353471104,0.4201680672268907,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.5234,1.151,-2.48,ABCO,2.694442681,99.0634797994428,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.3724,119.23544743701127,1.543442681,0.9365202005572002,0.40322580645161293,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_1_2021-09-18,2021-09-18,1,2.4865,1.151,-2.72,ABCO,2.694442681,99.07717465376656,-2.389163787,88.91810607,-1.760116899,120.6168549,fall,1.3355,116.02953953084274,1.543442681,0.922825346233446,0.3676470588235294,2021,9,NA,2021_9,3,134.09580199826237,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,5.0386,1.9667,-0.1,ABCO,5.009945248,98.99428042611616,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,3.0719,156.19565770071694,3.0432452480000003,1.005719573883854,10,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,5.0197,1.9667,-0.18,ABCO,5.009945248,98.99805292243386,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,3.0530000000000004,155.2346570397112,3.0432452480000003,1.001947077566146,5.555555555555555,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.9706,1.9667,-0.27,ABCO,5.009945248,99.0078534287407,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,3.0039,152.7380891849291,3.0432452480000003,0.9921465712592952,3.7037037037037033,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.9488,1.9667,-0.38,ABCO,5.009945248,99.01220477369976,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9821000000000004,151.62963339604417,3.0432452480000003,0.9877952263002456,2.6315789473684212,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.9263,1.9667,-0.5,ABCO,5.009945248,99.01669584074465,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9596000000000005,150.48558499008496,3.0432452480000003,0.9833041592553547,2,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.9143,1.9667,-0.58,ABCO,5.009945248,99.01909107650192,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9476,149.87542584024,3.0432452480000003,0.9809089234980796,1.7241379310344829,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.9051,1.9667,-0.61,ABCO,5.009945248,99.02092742391584,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9384,149.40763715869224,3.0432452480000003,0.9790725760841688,1.639344262295082,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8863,1.9667,-0.69,ABCO,5.009945248,99.02467995993555,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9196000000000004,148.45172115726854,3.0432452480000003,0.9753200400644378,1.4492753623188408,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8751,1.9667,-0.86,ABCO,5.009945248,99.02691551330902,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.9084,147.88223928407993,3.0432452480000003,0.973084486690981,1.162790697674419,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8642,1.9667,-0.94,ABCO,5.009945248,99.02909118578854,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8975000000000004,147.32801138963748,3.0432452480000003,0.9709088142114564,1.0638297872340423,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8538,1.9667,-1.07,ABCO,5.009945248,99.0311670567782,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8871000000000002,146.7992067931052,3.0432452480000003,0.9688329432218176,0.9345794392523364,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8124,1.9667,-1.22,ABCO,5.009945248,99.03943062014078,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8457000000000003,144.69415772614028,3.0432452480000003,0.9605693798592188,0.819672131147541,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.8004,1.9667,-1.38,ABCO,5.009945248,99.04182585589804,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8337,144.08399857629533,3.0432452480000003,0.9581741441019436,0.7246376811594204,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7828,1.9667,-1.48,ABCO,5.009945248,99.04533886834206,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8161,143.1890984898561,3.0432452480000003,0.9546611316579402,0.6756756756756757,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7715,1.9667,-1.63,ABCO,5.009945248,99.0475943820135,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.8047999999999997,142.61453195708546,3.0432452480000003,0.952405617986506,0.6134969325153374,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7565,1.9667,-1.74,ABCO,5.009945248,99.05058842671008,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7898,141.85183301977932,3.0432452480000003,0.9494115732899124,0.5747126436781609,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7469,1.9667,-1.82,ABCO,5.009945248,99.05250461531593,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7802,141.36370569990342,3.0432452480000003,0.9474953846840922,0.5494505494505494,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7253,1.9667,-1.96,ABCO,5.009945248,99.056816039679,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7586,140.26541923018254,3.0432452480000003,0.943183960320997,0.5102040816326531,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7185,1.9667,-1.97,ABCO,5.009945248,99.05817333994146,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7518,139.91966237860376,3.0432452480000003,0.9418266600585412,0.5076142131979695,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.7028,1.9667,-1.99,ABCO,5.009945248,99.06130710672387,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7361,139.12137082422333,3.0432452480000003,0.9386928932761064,0.5025125628140703,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.6926,1.9667,-2.03,ABCO,5.009945248,99.06334305711758,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7259,138.60273554685514,3.0432452480000003,0.9366569428824224,0.4926108374384237,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.6758,1.9667,-2.15,ABCO,5.009945248,99.06669638717776,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.7091,137.74851273707225,3.0432452480000003,0.9333036128222372,0.46511627906976744,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.6512,1.9667,-2.27,ABCO,5.009945248,99.07160662048018,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.6845000000000003,136.4976864798902,3.0432452480000003,0.9283933795198236,0.44052863436123346,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.6188,1.9667,-2.574,ABCO,5.009945248,99.07807375702482,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.6521000000000003,134.8502567753089,3.0432452480000003,0.9219262429751808,0.38850038850038854,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.5967,1.9667,-2.544,ABCO,5.009945248,99.0824849828778,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.6300000000000003,133.72654700767785,3.0432452480000003,0.9175150171221992,0.3930817610062893,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_2_2021-09-18,2021-09-18,2,4.5638,1.9667,-2.926,ABCO,5.009945248,99.08905192091233,-1.835511211,91.35642296,-1.197632853,141.3637057,fall,2.5970999999999997,132.05369400518634,3.0432452480000003,0.9109480790876698,0.3417634996582365,2021,9,NA,2021_9,6,154.73866110743887,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0661,0.8168,-0.13,ABCO,2.062067934,98.99804464928944,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2493,152.95053868756122,1.245267934,1.0019553507105747,7.692307692307692,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0523,0.8168,-0.22,ABCO,2.062067934,99.00473696032944,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2354999999999998,151.26101860920664,1.245267934,0.9952630396705446,4.545454545454546,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0493,0.8168,-0.24,ABCO,2.062067934,99.00619181055556,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2325000000000002,150.8937316356513,1.245267934,0.9938081894444512,4.166666666666667,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0464,0.8168,-0.31,ABCO,2.062067934,99.00759816577413,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2296000000000002,150.53868756121454,1.245267934,0.9924018342258945,3.2258064516129035,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0444,0.8168,-0.34,ABCO,2.062067934,99.00856806592483,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2276,150.29382957884428,1.245267934,0.9914319340751652,2.941176470588235,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0428,0.8168,-0.37,ABCO,2.062067934,99.00934398604542,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2260000000000002,150.09794319294812,1.245267934,0.990656013954582,2.702702702702702,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0413,0.8168,-0.42,ABCO,2.062067934,99.01007141115846,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2245,149.91429970617045,1.245267934,0.9899285888415352,2.380952380952381,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0396,0.8168,-0.44,ABCO,2.062067934,99.0108958262866,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2228,149.70617042115575,1.245267934,0.9891041737134156,2.272727272727273,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.038,0.8168,-0.49,ABCO,2.062067934,99.01167174640716,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2211999999999998,149.51028403525953,1.245267934,0.9883282535928324,2.0408163265306123,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.035,0.8168,-0.56,ABCO,2.062067934,99.01312659663326,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2182000000000002,149.14299706170425,1.245267934,0.986873403366739,1.7857142857142856,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0321,0.8168,-0.62,ABCO,2.062067934,99.01453295185182,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2152999999999998,148.78795298726735,1.245267934,0.985467048148182,1.6129032258064515,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0265,0.8168,-0.7,ABCO,2.062067934,99.01724867227388,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2097,148.10235063663075,1.245267934,0.9827513277261408,1.4285714285714286,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0185,0.8168,-0.88,ABCO,2.062067934,99.02112827287678,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.2017,147.12291870714986,1.245267934,0.9788717271232248,1.1363636363636365,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0165,0.8168,-0.95,ABCO,2.062067934,99.0220981730275,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1997000000000002,146.87806072477966,1.245267934,0.977901826972496,1.0526315789473684,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0124,0.8168,-1,ABCO,2.062067934,99.02408646833648,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1956,146.37610186092067,1.245267934,0.9759135316635016,1,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0104,0.8168,-1.06,ABCO,2.062067934,99.02505636848724,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1936000000000002,146.13124387855046,1.245267934,0.9749436315127726,0.9433962264150942,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,2.0078,0.8168,-1.08,ABCO,2.062067934,99.02631723868318,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.191,145.81292850146917,1.245267934,0.9736827613168249,0.9259259259259258,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9988,0.8168,-1.24,ABCO,2.062067934,99.03068178936144,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.182,144.71106758080313,1.245267934,0.9693182106385444,0.8064516129032259,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9977,0.8168,-1.27,ABCO,2.062067934,99.03121523444436,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1809,144.5763956904995,1.245267934,0.9687847655556436,0.7874015748031495,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9955,0.8168,-1.26,ABCO,2.062067934,99.03228212461016,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1787,144.3070519098923,1.245267934,0.9677178753898416,0.7936507936507936,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9915,0.8168,-1.29,ABCO,2.062067934,99.03422192491162,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1747,143.81733594515185,1.245267934,0.9657780750883836,0.7751937984496123,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9757,0.8168,-1.61,ABCO,2.062067934,99.04188413610238,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1589,141.88295788442704,1.245267934,0.9581158638976248,0.6211180124223602,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9744,0.8168,-1.57,ABCO,2.062067934,99.04251457120034,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1576,141.72380019588638,1.245267934,0.9574854287996508,0.6369426751592356,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9676,0.8168,-1.71,ABCO,2.062067934,99.04581223171284,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1508,140.89128305582764,1.245267934,0.9541877682871724,0.5847953216374269,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_3_2021-09-18,2021-09-18,3,1.9586,0.8168,-1.85,ABCO,2.062067934,99.0501767823911,-1.237263548,94.91933167,-0.797564158,144.7110676,fall,1.1418,139.7894221351616,1.245267934,0.949823217608892,0.5405405405405405,2021,9,NA,2021_9,9,152.4568969147894,Isohydric,1,A. concolor,tree,Gymnosperm
ABCO_4_2021-09-18,2021-09-18,4,4.5109,1.8319,-0.08,ABCO,4.449601789,98.98622388835972,-2.274846989,90.56799403,-1.67304862,130.2527431,fall,2.6790000000000003,146.24160707462198,2.617701789,1.0137761116402682,12.5,2021,9,NA,2021_9,11,142.89545220808995,Isohydric,1,A. concolor,tree,Gymnosperm
