observation_id,update_datetime,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,observation_date,day_of_year,phenophase_status,intensity_category_id,intensity_value,abundance_value
6148932,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,501,Open flowers,2015-08-06,218,1,50,-9999,-9999
6148967,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,501,Open flowers,2015-08-11,223,1,50,-9999,-9999
6218158,2015-09-03 08:41:54,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,501,Open flowers,2015-08-24,236,0,50,-9999,-9999
6254954,-9999,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,501,Open flowers,2015-09-02,245,1,50,-9999,-9999
6148935,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,504,Recent fruit or seed drop,2015-08-06,218,0,59,-9999,-9999
6148970,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,504,Recent fruit or seed drop,2015-08-11,223,0,59,-9999,-9999
6218161,2015-09-03 08:41:54,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,504,Recent fruit or seed drop,2015-08-24,236,0,59,-9999,-9999
6254957,-9999,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,504,Recent fruit or seed drop,2015-09-02,245,0,59,-9999,-9999
6148933,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,516,Fruits,2015-08-06,218,0,56,-9999,-9999
6148968,2015-08-27 08:53:41,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,516,Fruits,2015-08-11,223,0,56,-9999,-9999
6218159,2015-09-03 08:41:54,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,516,Fruits,2015-08-24,236,0,56,-9999,-9999
6254955,-9999,5977,40.544441,-121.577263,144,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14531,516,Fruits,2015-09-02,245,0,56,-9999,-9999
6148727,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-08-05,217,1,39,-9999,-9999
6148790,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-08-11,223,1,39,-9999,-9999
6190562,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-08-19,231,1,39,-9999,-9999
6218008,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-08-24,236,1,39,-9999,-9999
6255051,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-09-02,245,1,39,-9999,-9999
6295950,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,371,Breaking leaf buds,2015-09-10,253,1,39,-9999,-9999
6148732,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-08-05,217,0,58,-9999,-9999
6148795,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-08-11,223,0,58,-9999,-9999
6190567,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-08-19,231,0,58,-9999,-9999
6218013,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-08-24,236,0,58,-9999,-9999
6255056,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-09-02,245,0,58,-9999,-9999
6295955,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,390,Ripe fruits,2015-09-10,253,0,58,-9999,-9999
6148728,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-08-05,217,1,43,-9999,-9999
6148791,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-08-11,223,1,43,-9999,-9999
6190563,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-08-19,231,1,43,-9999,-9999
6218009,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-08-24,236,1,43,-9999,-9999
6255052,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-09-02,245,1,43,-9999,-9999
6295951,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,484,Young leaves (tree/shrub),2015-09-10,253,1,43,-9999,-9999
6148729,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-08-05,217,1,48,-9999,-9999
6148792,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-08-11,223,1,48,-9999,-9999
6190564,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-08-19,231,1,48,-9999,-9999
6218010,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-08-24,236,1,48,-9999,-9999
6255053,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-09-02,245,0,48,-9999,-9999
6295952,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,500,Flowers or flower buds,2015-09-10,253,0,48,-9999,-9999
6148730,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-08-05,217,0,50,-9999,-9999
6148793,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-08-11,223,1,50,-9999,-9999
6190565,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-08-19,231,1,50,-9999,-9999
6218011,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-08-24,236,0,50,-9999,-9999
6255054,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-09-02,245,0,50,-9999,-9999
6295953,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,501,Open flowers,2015-09-10,253,0,50,-9999,-9999
6148733,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-08-05,217,0,59,-9999,-9999
6148796,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-08-11,223,0,59,-9999,-9999
6190568,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-08-19,231,0,59,-9999,-9999
6218014,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-08-24,236,0,59,-9999,-9999
6255057,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-09-02,245,0,59,-9999,-9999
6295956,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,504,Recent fruit or seed drop,2015-09-10,253,0,59,-9999,-9999
6148731,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-08-05,217,0,56,-9999,-9999
6148794,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-08-11,223,0,56,-9999,-9999
6190566,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-08-19,231,0,56,-9999,-9999
6218012,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-08-24,236,0,56,-9999,-9999
6255055,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-09-02,245,0,56,-9999,-9999
6295954,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14754,516,Fruits,2015-09-10,253,0,56,-9999,-9999
6148734,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-08-05,217,1,39,-9999,-9999
6148797,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-08-11,223,1,39,-9999,-9999
6190569,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-08-19,231,1,39,-9999,-9999
6218015,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-08-24,236,1,39,-9999,-9999
6255058,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-09-02,245,1,39,-9999,-9999
6295957,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,371,Breaking leaf buds,2015-09-10,253,1,39,-9999,-9999
6148739,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-08-05,217,0,58,-9999,-9999
6148802,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-08-11,223,0,58,-9999,-9999
6190574,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-08-19,231,0,58,-9999,-9999
6218020,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-08-24,236,0,58,-9999,-9999
6255063,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-09-02,245,0,58,-9999,-9999
6295962,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,390,Ripe fruits,2015-09-10,253,0,58,-9999,-9999
6148735,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-08-05,217,1,43,-9999,-9999
6148798,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-08-11,223,1,43,-9999,-9999
6190570,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-08-19,231,1,43,-9999,-9999
6218016,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-08-24,236,1,43,-9999,-9999
6255059,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-09-02,245,1,43,-9999,-9999
6295958,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,484,Young leaves (tree/shrub),2015-09-10,253,1,43,-9999,-9999
6148736,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-08-05,217,1,48,-9999,-9999
6148799,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-08-11,223,1,48,-9999,-9999
6190571,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-08-19,231,1,48,-9999,-9999
6218017,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-08-24,236,1,48,-9999,-9999
6255060,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-09-02,245,0,48,-9999,-9999
6295959,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,500,Flowers or flower buds,2015-09-10,253,0,48,-9999,-9999
6148737,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-08-05,217,0,50,-9999,-9999
6148800,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-08-11,223,1,50,-9999,-9999
6190572,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-08-19,231,1,50,-9999,-9999
6218018,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-08-24,236,1,50,-9999,-9999
6255061,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-09-02,245,0,50,-9999,-9999
6295960,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,501,Open flowers,2015-09-10,253,0,50,-9999,-9999
6148740,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-08-05,217,0,59,-9999,-9999
6148803,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-08-11,223,0,59,-9999,-9999
6190575,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-08-19,231,0,59,-9999,-9999
6218021,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-08-24,236,0,59,-9999,-9999
6255064,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-09-02,245,0,59,-9999,-9999
6295963,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,504,Recent fruit or seed drop,2015-09-10,253,0,59,-9999,-9999
6148738,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-08-05,217,0,56,-9999,-9999
6148801,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-08-11,223,0,56,-9999,-9999
6190573,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-08-19,231,0,56,-9999,-9999
6218019,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-08-24,236,0,56,-9999,-9999
6255062,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-09-02,245,0,56,-9999,-9999
6295961,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14755,516,Fruits,2015-09-10,253,0,56,-9999,-9999
6148741,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-08-05,217,1,39,-9999,-9999
6148804,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-08-11,223,1,39,-9999,-9999
6190576,2015-08-27 08:39:24,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-08-19,231,1,39,-9999,-9999
6218022,2015-09-03 08:54:48,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-08-24,236,1,39,-9999,-9999
6255065,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-09-02,245,1,39,-9999,-9999
6295964,-9999,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,371,Breaking leaf buds,2015-09-10,253,1,39,-9999,-9999
6148746,2015-08-20 15:48:52,5980,40.558041,-121.531586,1830,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,14756,390,Ripe fruits,2015-08-05,217,1,58,-9999,-9999
