individual,spp,year_month,month,timing,dry_wt,model,rwc,lfm,max_mpa_sample,mpa,gww_gdw,gww_gdw_saturated,fresh_wt,site,sample,location,pos_mpa,water_potential,lfm_tlp,sd_lfm,tlp,sd_tlp,rwc_tlp,sd_rwc,po,sd_po,e,sd_e,swc_sat,rwc_new
2020_October_ABCO_1.1,ABCO,2020_October,10,fall,12.9037,HP,69.2212417989032,129.6706458,-0.208,-3.227,1.296706458,1.873278237,13.8053,1,1.1,seki,3.227,-3.227,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9416339511754268,66.78429047941809
2020_October_ABCO_1.1,ABCO,2020_October,10,fall,7.6631,EPI,97.4797964302619,182.6067812,-0.208,-0.698,1.826067812,1.873278237,8.4925,1,1.1,seki,0.698,-0.698,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9416339511754268,94.04799555006414
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.4728,HP,70.0833401977811,140.3123838,-0.261,-2.738,1.403123838,2.002079002,7.8501,1,1.2,seki,2.738,-2.738,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,67.04476924932449
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.4046,HP,52.8638297461151,105.8375635,-0.261,-3.822,1.058375635,2.002079002,7.5714,1,1.2,seki,3.822,-3.822,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,50.57183714363085
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.4956,EPI,72.9553663736992,146.0624071,-0.261,-1.784,1.460624071,2.002079002,7.7905,1,1.2,seki,1.784,-1.784,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,69.79227431542215
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.618,HP,56.5662593168738,113.25012,-0.261,-3.467,1.1325012,2.002079002,8.0898,1,1.2,seki,3.467,-3.467,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,54.113742188865224
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.5323,EPI,82.4304194465549,165.0322119,-0.261,-1.223,1.650322119,2.002079002,7.9934,1,1.2,seki,1.223,-1.223,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,78.85652189697258
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.4956,HP,72.9553663736992,146.0624071,-0.261,-1.784,1.460624071,2.002079002,7.7905,1,1.2,seki,1.784,-1.784,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,69.79227431542215
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.3531,HP,100,200.2079002,-0.261,-0.261,2.002079002,2.002079002,7.642,1,1.2,seki,0.261,-0.261,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,95.66434627704461
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.4313,HP,78.5355197486857,157.234315,-0.261,-2.674,1.57234315,2.002079002,7.7997,1,1.2,seki,2.674,-2.674,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,75.13049156285948
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.3531,EPI,100,200.2079002,-0.261,-0.261,2.002079002,2.002079002,7.642,1,1.2,seki,0.261,-0.261,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,95.66434627704461
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,12.5154,HP,61.1252714192344,122.3776224,-0.261,-2.991,1.223776224,2.002079002,12.9354,1,1.2,seki,2.991,-2.991,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,58.47509131327981
2020_October_ABCO_1.2,ABCO,2020_October,10,fall,7.5323,HP,82.4304194465549,165.0322119,-0.261,-1.223,1.650322119,2.002079002,7.9934,1,1.2,seki,1.223,-1.223,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,2.092816268458016,78.85652189697258
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,12.3525,HP,77.4606828153486,148.6011905,-0.112,-2.61,1.486011905,1.91840796,12.8518,1,1.3,seki,2.61,-2.61,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,74.59832362426569
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.6374,EPI,90.5431137285314,173.6986301,-0.112,-1.117,1.736986301,1.91840796,8.525,1,1.3,seki,1.117,-1.117,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,87.19732713912151
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.8292,HP,86.298795278143,165.5562958,-0.112,-2.223,1.655562958,1.91840796,8.8232,1,1.3,seki,2.223,-2.223,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,83.1098464996689
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,12.5391,HP,49.2070812352134,94.39925633,-0.112,-3.377,0.9439925633,1.91840796,12.9453,1,1.3,seki,3.377,-3.377,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,47.38876081612113
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.8292,EPI,86.298795278143,165.5562958,-0.112,-2.223,1.655562958,1.91840796,8.8232,1,1.3,seki,2.223,-2.223,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,83.1098464996689
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.4405,EPI,100,191.840796,-0.112,-0.112,1.91840796,1.91840796,8.0189,1,1.3,seki,0.112,-0.112,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,96.30475863748032
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,12.4549,HP,78.7526747439059,151.0797581,-0.112,-2.755,1.510797581,1.91840796,12.9796,1,1.3,seki,2.755,-2.755,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,75.84257333267847
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.4405,HP,100,191.840796,-0.112,-0.112,1.91840796,1.91840796,8.0189,1,1.3,seki,0.112,-0.112,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,96.30475863748032
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,12.9378,HP,68.4446510532619,131.3047634,-0.112,-1.821,1.313047634,1.91840796,13.762,1,1.3,seki,1.821,-1.821,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,65.91545599710949
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.516,HP,69.4415519939773,133.2172261,-0.112,-2.961,1.332172261,1.91840796,7.9367,1,1.3,seki,2.961,-2.961,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,66.87551904192027
2020_October_ABCO_1.3,ABCO,2020_October,10,fall,7.6374,HP,90.5431137285314,173.6986301,-0.112,-1.117,1.736986301,1.91840796,8.525,1,1.3,seki,1.117,-1.117,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9920178266802544,87.19732713912151
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,12.3912,HP,61.6031853448276,107.1895425,-0.312,-3.283,1.071895425,1.74,12.6864,1,1.4,seki,3.283,-3.283,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,91.54502927139154
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.3786,HP,67.045609137931,116.6593599,-0.312,-3.109,1.166593599,1.74,7.6447,1,1.4,seki,3.109,-3.109,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,99.63270919667654
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.4749,HP,88.5954393678161,154.1560645,-0.312,-2.437,1.541560645,1.74,7.8384,1,1.4,seki,2.437,-2.437,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,131.65669997159492
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.5349,HP,75.5024683908046,131.374295,-0.312,-0.312,1.31374295,1.74,7.9775,1,1.4,seki,0.312,-0.312,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,112.19997213145516
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.3526,HP,57.6182497126437,100.2557545,-0.312,-3.476,1.002557545,1.74,7.5094,1,1.4,seki,3.476,-3.476,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,85.62324053512911
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,12.3406,HP,83.901194770115,145.9880789,-0.312,-2.352,1.459880789,1.74,12.659,1,1.4,seki,2.352,-2.352,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,124.68084707213598
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.4749,EPI,88.5954393678161,154.1560645,-0.312,-2.437,1.541560645,1.74,7.8384,1,1.4,seki,2.437,-2.437,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,131.65669997159492
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,12.3278,HP,75.4334306896552,131.2541694,-0.312,-2.662,1.312541694,1.74,12.7213,1,1.4,seki,2.662,-2.662,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,112.09737908635245
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.6232,HP,100,174,-0.312,-1.243,1.74,1.74,8.1974,1,1.4,seki,1.243,-1.243,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,148.60437615191918
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.5349,EPI,75.5024683908046,131.374295,-0.312,-0.312,1.31374295,1.74,7.9775,1,1.4,seki,0.312,-0.312,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,112.19997213145516
2020_October_ABCO_1.4,ABCO,2020_October,10,fall,7.6232,EPI,100,174,-0.312,-1.243,1.74,1.74,8.1974,1,1.4,seki,1.243,-1.243,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.1708941856605803,148.60437615191918
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.3819,EPI,81.0027920878272,146.7383247,-0.179,-2.518,1.467383247,1.811521812,12.7778,1,1.5,seki,2.518,-2.518,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,76.06993501774848
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.5121,HP,100,181.1521812,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5,seki,0.179,-0.179,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,93.91026291448044
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.3244,HP,63.4944758810334,115.021628,-0.179,-3.02,1.15021628,1.811521812,12.6169,1,1.5,seki,3.02,-3.02,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,59.62782923604987
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.461,HP,71.0545704983209,128.7169043,-0.179,-2.94,1.287169043,1.811521812,7.777,1,1.5,seki,2.94,-2.94,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,66.727533967728
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.4827,HP,81.0838958311146,146.8852459,-0.179,-2.637,1.468852459,1.811521812,12.8859,1,1.5,seki,2.637,-2.637,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,76.14609975630317
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4048,HP,97.8028176786866,177.1719375,-0.179,-1.083,1.771719375,1.811521812,7.8922,1,1.5,seki,1.083,-1.083,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,91.84688321982453
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.5121,EPI,100,181.1521812,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5,seki,0.179,-0.179,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,93.91026291448044
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4885,HP,72.910174321434,132.0783711,-0.179,-1.517,1.320783711,1.811521812,7.8323,1,1.5,seki,1.517,-1.517,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,68.47013639666467
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.3819,HP,81.0027920878272,146.7383247,-0.179,-2.518,1.467383247,1.811521812,12.7778,1,1.5,seki,2.518,-2.518,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,76.06993501774848
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4048,EPI,97.8028176786866,177.1719375,-0.179,-1.083,1.771719375,1.811521812,7.8922,1,1.5,seki,1.083,-1.083,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,91.84688321982453
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4885,EPI,72.910174321434,132.0783711,-0.179,-1.517,1.320783711,1.811521812,7.8323,1,1.5,seki,1.517,-1.517,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,68.47013639666467
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.3844,HP,62.517040562137,113.2509826,-0.179,-3.224,1.132509826,1.811521812,7.5861,1,1.5,seki,3.224,-3.224,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.9289923761044796,58.70991715825527
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.5062,HP,75.7239569974104,143.6964116,-0.106,-0.106,1.436964116,1.897634742,7.9587,1,1.6,seki,0.106,-0.106,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,101.35812927754677
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.5062,EPI,75.7239569974104,143.6964116,-0.106,-0.106,1.436964116,1.897634742,7.9587,1,1.6,seki,0.106,-0.106,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,101.35812927754677
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,12.1496,HP,68.2708079668291,129.553057062265,-0.106,-2.907,1.29553057062265,1.897634742,12.349,1,1.6,seki,2.907,-2.907,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,91.38193055628435
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.3956,HP,61.7601035152212,117.1981181,-0.106,-3.452,1.171981181,1.897634742,7.6198,1,1.6,seki,3.452,-3.452,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,82.66721397700508
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4807,HP,100,189.7634742,-0.106,-2.313,1.897634742,1.897634742,7.9701,1,1.6,seki,2.313,-2.313,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,133.85212988937306
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4608,HP,86.9425287956706,164.9851632,-0.106,-1.278,1.649851632,1.897634742,7.85,1,1.6,seki,1.278,-1.278,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,116.37442657268662
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4983,HP,57.8094481893713,109.7012173,-0.106,-3.661,1.097012173,1.897634742,7.7957,1,1.6,seki,3.661,-3.661,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,77.3791776787671
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.6233,HP,84.0842942366408,159.561278,-0.106,-2.485,1.59561278,1.897634742,8.2925,1,1.6,seki,2.485,-2.485,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,112.54861873819111
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4608,EPI,86.9425287956706,164.9851632,-0.106,-1.278,1.649851632,1.897634742,7.85,1,1.6,seki,1.278,-1.278,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,116.37442657268662
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,12.4702,HP,60.8227733954504,115.4194079,-0.106,-3.04,1.154194079,1.897634742,12.7509,1,1.6,seki,3.04,-3.04,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.4177097843481228,81.41257764759733
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.3725,EPI,96.8739495999475,174.6666667,-0.155,-0.155,1.746666667,1.803030303,7.7786,2,2.1,seki,0.155,-0.155,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.8723773835949513,93.2860374358086
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.5545,EPI,100,180.3030303,-0.155,-0.995,1.803030303,1.803030303,8.1138,2,2.1,seki,0.995,-0.995,151.34199667857143,7.261369466068723,-2.130224319261905,0.21585088031851046,88.80837585547619,1.8048371709824813,-1.4764827213333334,0.29941103164709826,13.80290864007143,3.4092303723697452,1.8723773835949513,96.29630857526139
